"geolocation","count_total","max_mass","min_mass","avg_mass","max_year","min_year","avg_year"
"(30.9, 32.48333)",1,1455,1455,1455.00,1916,1916,1916.00
"(-3.0, 151.0)",1,188,188,188.00,1933,1933,1933.00
"(-33.0, -66.0)",1,810,810,810.00,1954,1954,1954.00
"(54.81667, 61.11667)",1,100000,100000,100000.00,2013,2013,2013.00
"(50.2, 14.85)",1,12800,12800,12800.00,1808,1808,1808.00
"(48.9, 22.4)",1,500000,500000,500000.00,1866,1866,1866.00
"(47.5, 83.0)",1,463,463,463.00,1963,1963,1963.00
"(35.63333, -78.13333)",1,167,167,167.00,1892,1892,1892.00
"(40.0, -99.25)",1,57900,57900,57900.00,1901,1901,1901.00
"(-4.0, 39.5)",1,577,577,577.00,1853,1853,1853.00
"(36.4, -86.5)",1,5000,5000,5000.00,1827,1827,1827.00
"(17.71067, -11.3715)",1,190,190,190.00,2003,2003,2003.00
"(-30.86667, -64.55)",1,1440,1440,1440.00,1920,1920,1920.00
"(52.76667, 21.26667)",1,250000,250000,250000.00,1868,1868,1868.00
"(-15.18333, 35.28333)",1,7500,7500,7500.00,1899,1899,1899.00
"(32.21667, -104.0)",1,150,150,150.00,1933,1933,1933.00
"(39.7, 105.8)",1,20500,20500,20500.00,1979,1979,1979.00
"(40.48, -89.00417)",1,67.8,67.8,67.80,1938,1938,1938.00
"(60.0, 5.61667)",1,19860,19860,19860.00,1884,1884,1884.00
"(42.45, 73.36667)",1,3500,3500,3500.00,1937,1937,1937.00
"(44.24417, 11.50222)",1,13.1,13.1,13.10,1968,1968,1968.00
"(37.60833, -8.28)",1,20000,20000,20000.00,1998,1998,1998.00
"(61.5, 30.5)",1,45000,45000,45000.00,1902,1902,1902.00
"(36.23333, 37.13333)",1,3200,3200,3200.00,1873,1873,1873.00
"(43.21667, -0.23333)",1,2000,2000,2000.00,1859,1859,1859.00
"(-30.78333, -58.05)",1,18300,18300,18300.00,1933,1933,1933.00
"(35.95, -97.58333)",1,78.4,78.4,78.40,1936,1936,1936.00
"(55.7, 24.4)",1,30,30,30.00,1877,1877,1877.00
"(58.5, 23.0)",1,6000,6000,6000.00,1855,1855,1855.00
"(14.15083, -2.04167)",1,NULL,NULL,NULL,2000,2000,2000.00
"(33.28333, 130.2)",1,14360,14360,14360.00,1741,1741,1741.00
"(-22.25, -49.93333)",1,2500,2500,2500.00,1971,1971,1971.00
"(49.86667, 8.65)",1,100,100,100.00,1804,1804,1804.00
"(50.38333, -3.95)",1,10400,10400,10400.00,1623,1623,1623.00
"(48.16667, 22.30833)",1,1550,1550,1550.00,1914,1914,1914.00
"(13.5, -0.68333)",1,288,288,288.00,1972,1972,1972.00
"(46.18333, 16.1)",1,10000,10000,10000.00,1842,1842,1842.00
"(48.28333, 38.08333)",1,3618,3618,3618.00,1974,1974,1974.00
"(-28.56667, 30.7)",1,17200,17200,17200.00,1912,1912,1912.00
"(-8.38333, -36.76667)",1,1800,1800,1800.00,1923,1923,1923.00
"(48.76367, 21.17633)",1,4300,4300,4300.00,2010,2010,2010.00
"(25.66667, 74.86667)",1,2462,2462,2462.00,1921,1921,1921.00
"(-8.93333, 33.8)",1,1300,1300,1300.00,1954,1954,1954.00
"(32.91667, 120.78333)",1,5500,5500,5500.00,1970,1970,1970.00
"(-16.66444, -69.04389)",1,342,342,342.00,2007,2007,2007.00
"(38.01667, -8.25)",1,4885,4885,4885.00,1950,1950,1950.00
"(14.052, 0.42)",1,189,189,189.00,1995,1995,1995.00
"(25.25417, 80.625)",1,1280,1280,1280.00,1920,1920,1920.00
"(36.75, 114.25)",1,50000,50000,50000.00,1986,1986,1986.00
"(39.8, -91.5)",1,135,135,135.00,1926,1926,1926.00
"(24.16667, 87.76667)",1,100,100,100.00,1916,1916,1916.00
"(-7.75, 112.01667)",1,3300,3300,3300.00,1940,1940,1940.00
"(52.45972, -0.3)",1,767,767,767.00,1991,1991,1991.00
"(44.61667, -70.75)",1,3200,3200,3200.00,1898,1898,1898.00
"(38.6, -95.21667)",1,840,840,840.00,1896,1896,1896.00
"(13.76667, 5.3)",1,560,560,560.00,1923,1923,1923.00
"(34.3, 133.95)",1,11510,11510,11510.00,1986,1986,1986.00
"(42.86083, -73.95028)",1,283.3,283.3,283.30,1968,1968,1968.00
"(48.18333, 13.13333)",1,19000,19000,19000.00,1768,1768,1768.00
"(11.73333, 7.08333)",1,18000,18000,18000.00,1962,1962,1962.00
"(-26.1, -49.8)",1,1310,1310,1310.00,1934,1934,1934.00
"(14.5, 76.5)",1,72,72,72.00,1880,1880,1880.00
"(35.86667, 139.4)",1,430,430,430.00,1986,1986,1986.00
"(22.98333, 76.05)",1,2449,2449,2449.00,1982,1982,1982.00
"(44.51667, -83.95)",1,10600,10600,10600.00,1921,1921,1921.00
"(52.53333, 9.05)",1,NULL,NULL,NULL,1647,1647,1647.00
"(34.31667, -96.15)",1,1384.2,1384.2,1384.20,1945,1945,1945.00
"(58.47333, 8.86667)",1,357.4,357.4,357.40,1950,1950,1950.00
"(43.46667, 25.51667)",1,2968,2968,2968.00,1966,1966,1966.00
"(38.5, -94.3)",1,5070,5070,5070.00,1932,1932,1932.00
"(9.0, 39.0)",1,166.4,166.4,166.40,1964,1964,1964.00
"(42.52, -82.26)",1,47700,47700,47700.00,1939,1939,1939.00
"(-7.03333, -40.16667)",1,23680,23680,23680.00,1991,1991,1991.00
"(32.925, 105.90667)",1,4610,4610,4610.00,1983,1983,1983.00
"(54.03333, 40.9)",1,2440,2440,2440.00,1829,1829,1829.00
"(52.28333, 7.7)",1,2000,2000,2000.00,1870,1870,1870.00
"(31.96185, -110.434183)",1,2138.74,2138.74,2138.74,2009,2009,2009.00
"(13.66033, 28.96)",1,700,700,700.00,2001,2001,2001.00
"(12.9, 0.08)",1,4440,4440,4440.00,2003,2003,2003.00
"(39.08333, -94.4)",1,880,880,880.00,1917,1917,1917.00
"(36.04167, 139.95667)",1,448,448,448.00,1913,1913,1913.00
"(-39.63333, 174.4)",1,4500,4500,4500.00,1908,1908,1908.00
"(36.00833, -95.15)",1,17000,17000,17000.00,1970,1970,1970.00
"(38.25, -86.16667)",1,680,680,680.00,1859,1859,1859.00
"(37.98333, -1.16667)",1,25000,25000,25000.00,1870,1870,1870.00
"(44.38333, 2.81667)",1,1500,1500,1500.00,1844,1844,1844.00
"(28.26667, 78.78333)",1,840,840,840.00,1916,1916,1916.00
"(40.91667, -78.08333)",1,705,705,705.00,1941,1941,1941.00
"(35.66667, 103.5)",1,52900,52900,52900.00,1917,1917,1917.00
"(28.48333, 78.5)",1,10322,10322,10322.00,1934,1934,1934.00
"(51.6, 10.8)",1,3250,3250,3250.00,1843,1843,1843.00
"(54.5, 35.2)",1,65500,65500,65500.00,1807,1807,1807.00
"(55.05, 12.06667)",1,4000,4000,4000.00,1878,1878,1878.00
"(42.9, 2.25)",1,9000,9000,9000.00,1964,1964,1964.00
"(37.62194, -82.23722)",1,1504,1504,1504.00,1990,1990,1990.00
"(9.53333, 39.71667)",1,6500,6500,6500.00,1942,1942,1942.00
"(51.78333, -1.78333)",1,700,700,700.00,1835,1835,1835.00
"(55.46667, 13.78333)",1,3500,3500,3500.00,1922,1922,1922.00
"(36.5, -79.25)",1,1360,1360,1360.00,1810,1810,1810.00
"(39.0, -0.03333)",1,NULL,NULL,NULL,1519,1519,1519.00
"(-20.0, 57.0)",1,220,220,220.00,1801,1801,1801.00
"(32.03333, 130.63333)",1,45000,45000,45000.00,1886,1886,1886.00
"(10.83333, 76.03333)",1,45000,45000,45000.00,1914,1914,1914.00
"(37.31667, 13.56667)",1,18000,18000,18000.00,1853,1853,1853.00
"(29.08333, 111.75)",1,1810,1810,1810.00,1977,1977,1977.00
"(53.01667, -4.1)",1,794,794,794.00,1949,1949,1949.00
"(34.6, 116.75)",1,82,82,82.00,1924,1924,1924.00
"(1.345, 31.47278)",1,167.7,167.7,167.70,2003,2003,2003.00
"(-11.85, 15.83333)",1,483,483,483.00,1974,1974,1974.00
"(52.05, 0.3)",1,1300,1300,1300.00,1923,1923,1923.00
"(51.13333, 34.5)",1,13000,13000,13000.00,1914,1914,1914.00
"(57.8, 45.8)",1,750,750,750.00,1949,1949,1949.00
"(54.225, -111.69167)",1,0.1,0.1,0.10,1967,1967,1967.00
"(54.81667, 46.0)",1,1900,1900,1900.00,1886,1886,1886.00
"(27.25, 79.96667)",1,230,230,230.00,1838,1838,1838.00
"(28.5475, -81.36222)",1,180,180,180.00,2004,2004,2004.00
"(64.43333, 21.2)",1,305.5,305.5,305.50,1954,1954,1954.00
"(40.66813, -117.18913)",1,2900,2900,2900.00,2012,2012,2012.00
"(46.5, 25.73333)",1,22700,22700,22700.00,1852,1852,1852.00
"(44.75, 0.05)",1,360,360,360.00,1883,1883,1883.00
"(25.36667, 82.91667)",1,3700,3700,3700.00,1798,1798,1798.00
"(45.21667, 62.08333)",1,1000,1000,1000.00,1927,1927,1927.00
"(31.91667, 104.91667)",1,222,222,222.00,1964,1964,1964.00
"(9.31667, -70.62833)",1,50000,50000,50000.00,1972,1972,1972.00
"(55.33333, 10.33333)",1,NULL,NULL,NULL,1654,1654,1654.00
"(37.75, 139.0)",1,31650,31650,31650.00,1837,1837,1837.00
"(24.1, 105.0)",1,NULL,NULL,NULL,1983,1983,1983.00
"(49.28333, 15.56667)",1,52000,52000,52000.00,1808,1808,1808.00
"(36.6, -88.1)",1,12600,12600,12600.00,1950,1950,1950.00
"(54.76183, 11.46745)",1,25.81,25.81,25.81,2009,2009,2009.00
"(21.3, -157.86667)",1,2420,2420,2420.00,1825,1825,1825.00
"(13.33333, 78.95)",1,100,100,100.00,1811,1811,1811.00
"(44.06667, 12.1)",1,NULL,NULL,NULL,1495,1495,1495.00
"(57.16667, 65.53333)",1,750,750,750.00,1903,1903,1903.00
"(44.08333, 6.86667)",1,17000,17000,17000.00,1637,1637,1637.00
"(2.0, 22.66667)",1,625,625,625.00,1949,1949,1949.00
"(25.91667, 86.36667)",1,1000,1000,1000.00,1950,1950,1950.00
"(43.08333, 0.58333)",1,50000,50000,50000.00,1858,1858,1858.00
"(43.6, 1.4)",1,1030,1030,1030.00,1812,1812,1812.00
"(47.86667, 7.35)",1,127000,127000,127000.00,1491,1491,1491.00
"(11.49167, 11.65833)",1,100000,100000,100000.00,1984,1984,1984.00
"(39.8, 26.6)",1,4000,4000,4000.00,1964,1964,1964.00
"(50.91667, 9.18333)",1,63000,63000,63000.00,1916,1916,1916.00
"(46.42137, 14.05217)",1,3667,3667,3667.00,2009,2009,2009.00
"(50.83333, 25.5)",1,12000,12000,12000.00,1834,1834,1834.00
"(43.66667, 13.0)",1,237,237,237.00,2002,2002,2002.00
"(51.33333, -118.95)",1,1,1,1.00,1965,1965,1965.00
"(29.58333, 76.0)",1,1161,1161,1161.00,1884,1884,1884.00
"(-33.9, -61.7)",1,5500,5500,5500.00,1924,1924,1924.00
"(34.58333, -87.5)",1,877,877,877.00,1907,1907,1907.00
"(48.6, 38.0)",1,18000,18000,18000.00,1814,1814,1814.00
"(1.0, 22.5)",1,4,4,4.00,1951,1951,1951.00
"(33.7, 133.8)",1,330,330,330.00,1898,1898,1898.00
"(11.75, 122.33333)",1,2400,2400,2400.00,1916,1916,1916.00
"(52.21667, 13.16667)",1,1250,1250,1250.00,1988,1988,1988.00
"(31.63333, 118.98333)",1,498,498,498.00,1978,1978,1978.00
"(60.24556, 22.06194)",1,1544,1544,1544.00,1971,1971,1971.00
"(52.3, 77.03333)",1,142.5,142.5,142.50,1938,1938,1938.00
"(13.73333, 100.08333)",1,23200,23200,23200.00,1923,1923,1923.00
"(24.95, 75.15)",1,9241,9241,9241.00,1926,1926,1926.00
"(48.45, 3.93333)",1,8300,8300,8300.00,1866,1866,1866.00
"(25.15, 105.18333)",1,2500,2500,2500.00,1971,1971,1971.00
"(57.35, 37.61667)",1,152000,152000,152000.00,1918,1918,1918.00
"(45.275, 26.70972)",1,6913,6913,6913.00,2008,2008,2008.00
"(-25.73333, 142.95)",1,160000,160000,160000.00,1879,1879,1879.00
"(47.21667, 29.86667)",1,2500,2500,2500.00,1894,1894,1894.00
"(52.45, -8.33333)",1,3520,3520,3520.00,1810,1810,1810.00
"(19.03333, 81.89167)",1,113,113,113.00,1940,1940,1940.00
"(24.33333, 90.16667)",1,3200,3200,3200.00,1863,1863,1863.00
"(60.66667, 11.0)",1,45.5,45.5,45.50,1976,1976,1976.00
"(30.0, -7.0)",1,45000,45000,45000.00,2002,2002,2002.00
"(9.23333, 78.35)",1,77600,77600,77600.00,1857,1857,1857.00
"(50.66667, 16.76667)",1,1750,1750,1750.00,1879,1879,1879.00
"(43.33333, 128.25)",1,NULL,NULL,NULL,1976,1976,1976.00
"(30.75, -95.95)",1,97.7,97.7,97.70,1906,1906,1906.00
"(43.66667, 45.38333)",1,3500,3500,3500.00,1861,1861,1861.00
"(21.3, -157.78333)",1,682,682,682.00,1949,1949,1949.00
"(12.0, 1.0)",1,8165,8165,8165.00,1956,1956,1956.00
"(-28.83333, 31.95)",1,1995,1995,1995.00,1936,1936,1936.00
"(32.53333, -87.16667)",1,3200,3200,3200.00,1900,1900,1900.00
"(5.38333, 16.38333)",1,1000,1000,1000.00,1907,1907,1907.00
"(21.25, 83.66667)",1,105,105,105.00,1890,1890,1890.00
"(31.83333, -98.83333)",1,5100,5100,5100.00,1909,1909,1909.00
"(43.39056, 1.9625)",1,149000,149000,149000.00,1923,1923,1923.00
"(23.05, 86.7)",1,1700,1700,1700.00,1863,1863,1863.00
"(50.13333, 27.16667)",1,1900,1900,1900.00,1887,1887,1887.00
"(36.06667, -90.5)",1,408000,408000,408000.00,1930,1930,1930.00
"(41.05, 23.56667)",1,8500,8500,8500.00,1818,1818,1818.00
"(56.11667, 37.33333)",1,6000,6000,6000.00,1954,1954,1954.00
"(25.73333, 73.61667)",1,25400,25400,25400.00,1962,1962,1962.00
"(50.6, 16.3)",1,39000,39000,39000.00,1847,1847,1847.00
"(-31.91, -58.32833)",1,270,270,270.00,2008,2008,2008.00
"(28.38333, 75.78333)",1,315,315,315.00,1921,1921,1921.00
"(20.88333, 74.83333)",1,18,18,18.00,1877,1877,1877.00
"(-31.35, 129.19)",1,324,324,324.00,2007,2007,2007.00
"(24.56667, 114.16667)",1,3500,3500,3500.00,1990,1990,1990.00
"(59.70444, -134.20139)",1,10000,10000,10000.00,2000,2000,2000.00
"(40.08528, -86.055)",1,483.7,483.7,483.70,1991,1991,1991.00
"(22.68333, 90.65)",1,1047,1047,1047.00,1940,1940,1940.00
"(-26.0, 30.0)",1,22,22,22.00,1918,1918,1918.00
"(42.9, 24.7)",1,5700,5700,5700.00,1904,1904,1904.00
"(28.56667, 77.25)",1,0.8,0.8,0.80,1897,1897,1897.00
"(44.83333, 95.16667)",1,910,910,910.00,1949,1949,1949.00
"(38.25, -85.75)",1,1300,1300,1300.00,1977,1977,1977.00
"(44.05, -80.16667)",1,18600,18600,18600.00,1904,1904,1904.00
"(12.83333, 9.38333)",1,4629,4629,4629.00,2004,2004,2004.00
"(35.65, 139.33333)",1,0.2,0.2,0.20,1817,1817,1817.00
"(-31.41667, -60.66667)",1,7450,7450,7450.00,1950,1950,1950.00
"(19.0, 81.0)",1,12000,12000,12000.00,2001,2001,2001.00
"(37.26667, -89.58333)",1,2300,2300,2300.00,1846,1846,1846.00
"(51.16667, -117.33333)",1,14000,14000,14000.00,1893,1893,1893.00
"(45.5, 119.03333)",1,128800,128800,128800.00,1995,1995,1995.00
"(25.85, 87.5775)",1,3679.7,3679.7,3679.70,1921,1921,1921.00
"(56.65, 15.86667)",1,6862,6862,6862.00,1930,1930,1930.00
"(35.03333, -83.03333)",1,668,668,668.00,1903,1903,1903.00
"(43.66667, 21.86667)",1,80000,80000,80000.00,1877,1877,1877.00
"(4.7, 33.63333)",1,11355,11355,11355.00,1942,1942,1942.00
"(45.46667, 105.38333)",1,10000,10000,10000.00,1967,1967,1967.00
"(30.73111, 66.80222)",1,453.6,453.6,453.60,1961,1961,1961.00
"(17.83333, 73.98333)",1,4500,4500,4500.00,1879,1879,1879.00
"(44.4, 19.11667)",1,95000,95000,95000.00,1897,1897,1897.00
"(34.75, 10.71667)",1,7000,7000,7000.00,1989,1989,1989.00
"(35.0, 127.5)",1,1320,1320,1320.00,1930,1930,1930.00
"(11.05, -69.85)",1,4590,4590,4590.00,1970,1970,1970.00
"(46.06667, 23.58333)",1,16250,16250,16250.00,1857,1857,1857.00
"(-10.05944, 33.395)",1,3920,3920,3920.00,1988,1988,1988.00
"(33.4, 70.6)",1,342,342,342.00,1950,1950,1950.00
"(38.12167, 140.06167)",1,1810,1810,1810.00,1922,1922,1922.00
"(41.25, 1.66667)",1,945,945,945.00,1861,1861,1861.00
"(34.75, -87.0)",1,265,265,265.00,1933,1933,1933.00
"(35.16667, 135.33333)",1,17100,17100,17100.00,1866,1866,1866.00
"(26.03333, 81.46667)",1,2770,2770,2770.00,1942,1942,1942.00
"(24.225, 76.525)",1,1140,1140,1140.00,1994,1994,1994.00
"(12.45, -0.08333)",1,25000,25000,25000.00,1999,1999,1999.00
"(64.02, 161.80833)",1,250000,250000,250000.00,1981,1981,1981.00
"(44.3, 0.4)",1,132.7,132.7,132.70,1826,1826,1826.00
"(26.78333, 82.83333)",1,1500,1500,1500.00,1852,1852,1852.00
"(47.75, 16.23333)",1,7000,7000,7000.00,1925,1925,1925.00
"(34.8, 127.0)",1,1000,1000,1000.00,1924,1924,1924.00
"(43.25, -93.66667)",1,152000,152000,152000.00,1890,1890,1890.00
"(8.91667, 8.43333)",1,3000,3000,3000.00,1959,1959,1959.00
"(32.08333, 121.5)",1,1275,1275,1275.00,1982,1982,1982.00
"(-34.05, 150.68889)",1,367.5,367.5,367.50,1928,1928,1928.00
"(40.0, 29.0)",1,438,438,438.00,1907,1907,1907.00
"(47.83333, 37.66667)",1,54640,54640,54640.00,1951,1951,1951.00
"(54.56667, -6.33333)",1,5460,5460,5460.00,1969,1969,1969.00
"(35.27333, 44.21556)",1,6000,6000,6000.00,1977,1977,1977.00
"(45.41667, 11.13333)",1,40,40,40.00,1668,1668,1668.00
"(55.78333, 61.36667)",1,200000,200000,200000.00,1949,1949,1949.00
"(24.23333, 89.05)",1,1600,1600,1600.00,1865,1865,1865.00
"(41.68333, -112.13333)",1,102,102,102.00,1950,1950,1950.00
"(35.2945, 136.70033)",1,1110.6,1110.6,1110.60,1910,1910,1910.00
"(35.36667, 136.76667)",1,710,710,710.00,1938,1938,1938.00
"(47.85, 34.76667)",1,600,600,600.00,1905,1905,1905.00
"(47.81667, -96.85)",1,17600,17600,17600.00,1894,1894,1894.00
"(48.95, 17.38333)",1,3750,3750,3750.00,1831,1831,1831.00
"(55.0, 34.0)",1,195,195,195.00,1809,1809,1809.00
"(42.38467, -83.6115)",1,1551,1551,1551.00,1997,1997,1997.00
"(51.9, -1.11667)",1,1060,1060,1060.00,1830,1830,1830.00
"(14.25, 1.53333)",1,3000,3000,3000.00,1970,1970,1970.00
"(33.01667, -83.96667)",1,16300,16300,16300.00,1829,1829,1829.00
"(30.3, 109.5)",1,8000,8000,8000.00,1974,1974,1974.00
"(16.58333, -11.33333)",1,1500,1500,1500.00,1970,1970,1970.00
"(-15.96667, 27.35)",1,NULL,NULL,NULL,1950,1950,1950.00
"(9.66667, 105.66667)",1,13100,13100,13100.00,1921,1921,1921.00
"(45.36667, 1.86667)",1,1000,1000,1000.00,1836,1836,1836.00
"(32.9, 115.9)",1,2500,2500,2500.00,1977,1977,1977.00
"(58.03333, 26.95)",1,28500,28500,28500.00,1872,1872,1872.00
"(44.33333, 3.23333)",1,2000,2000,2000.00,1842,1842,1842.00
"(43.03333, 12.55)",1,2000,2000,2000.00,1886,1886,1886.00
"(12.0, 105.48333)",1,7800,7800,7800.00,1933,1933,1933.00
"(-35.08333, 139.91667)",1,41730,41730,41730.00,1930,1930,1930.00
"(48.3025, 13.94083)",1,2125,2125,2125.00,1932,1932,1932.00
"(23.5, 90.33333)",1,3840,3840,3840.00,1903,1903,1903.00
"(44.66667, 117.5)",1,5900,5900,5900.00,1980,1980,1980.00
"(27.43333, 82.08333)",1,1250,1250,1250.00,1855,1855,1855.00
"(30.4, 78.2)",1,14,14,14.00,1913,1913,1913.00
